cycle_id,tooth_type,cutting_edge,metric_name,metric_value
67,side,2,vbmax,0.3464
67,side,2,vb_half_ap,0.185
67,side,2,wear_area,0.32939999999999997
67,side,3,vbmax,0.3228
67,side,3,vb_half_ap,0.2865
67,side,3,wear_area,0.13720000000000002
67,side,4,vbmax,0.3044
67,side,4,vb_half_ap,0.2925
67,side,4,wear_area,0.13649999999999998
68,side,1,vbmax,0.6983
68,side,1,vb_half_ap,0.5193
68,side,1,wear_area,0.198
68,side,2,vbmax,0.3701
68,side,2,vb_half_ap,0.2745
68,side,2,wear_area,0.5055
68,side,3,vbmax,0.3283
68,side,3,vb_half_ap,0.3163
68,side,3,wear_area,0.185
68,side,4,vbmax,0.3164
68,side,4,vb_half_ap,0.3402
68,side,4,wear_area,0.1751
